# with_IVC: True
# date [%Y-%m-%d %H:%M:%S], fill_height [cm], volume [L], percentage [%]
2022-04-19 00:00:01, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:05, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:12, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:16, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:22, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:26, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:32, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:36, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:40, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:47, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:51, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:00:57, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:01, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:07, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:11, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:15, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:22, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:26, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:32, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:36, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:46, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:51, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:01:57, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:01, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:07, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:11, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:21, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:31, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:46, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:02:56, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:12, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:21, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:31, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:48, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:03:56, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:13, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:21, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:31, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:48, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:04:56, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:12, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:23, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:31, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:41, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:48, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:05:58, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:13, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:23, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:31, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:48, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:06:58, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:13, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:23, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:27, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:33, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:37, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:42, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:48, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:52, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:07:58, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:02, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:06, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:13, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:17, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:23, 107.0, 68.83018867924528, 87.12682111296871
2022-04-19 00:08:27, 107.0, 68.83018867924528, 87.12682111296871
